date,sp500 close,nasdaq close,CPI,GDP,silver close,oil close,platinum close,palladium close,gold open,gold high,gold low,gold close,gold volume
05-01-2012,128.04,57.61,227.842,16068.805,29.08,39.17,139.83,63.16,155.37,158.03,155.25,157.78,11597949
06-01-2012,127.71,57.81,227.842,16068.805,28.51,39.22,138.56,60.9,158.5901,158.63,156.38,157.2,9790121
09-01-2012,128.02,57.62,227.842,16068.805,28.71,39.08,141.16,61.08,157.36,157.59,156.19,156.5,8764806
10-01-2012,129.13,58.04,227.842,16068.805,29.66,39.34,144.62,62.77,158.97,159.47,158.47,158.64,8303102
11-01-2012,129.2,58.16,227.842,16068.805,29.74,38.92,147.5697,63.74,159.34,160.05,158.91,159.67,7967256
12-01-2012,129.51,58.39,227.842,16068.805,29.92,38.06,147.98,62.81,161.02,161.615,159.83,160.38,8599095
13-01-2012,128.84,58.18,227.842,16068.805,29.42,38.16,147.2,63.14,159.32,159.59,158.01,159.26,8910256
16-01-2012,128.84,58.18,227.842,16068.805,29.42,38.16,147.2,63.14,159.32,159.59,158.01,159.26,8910256
17-01-2012,129.34,58.71,227.842,16068.805,29.79,38.79,150.32,64.36,161.17,161.65,160.42,160.5,8276913
18-01-2012,130.77,59.49,227.842,16068.805,30.26,38.83,150.54,66.22,159.94,161.64,159.68,161.6,9278564
19-01-2012,131.46,59.86,227.842,16068.805,30.37,38.69,150.31,67.11,160.96,161.45,160.33,161.22,8110676
20-01-2012,131.95,59.77,227.842,16068.805,31.883,37.78,151.69,66.972,160.5,162.09,160,162.07,11614926
23-01-2012,131.61,59.79,227.842,16068.805,32.07,38.39,154.48,68.09,162.325,163.47,162.325,163.16,8831870
24-01-2012,131.46,59.68,227.842,16068.805,31.75,38.1,152.88,67.3,161.81,162.37,161.53,162.01,7500589
25-01-2012,132.56,60.43,227.842,16068.805,33.06,38.35,156.41,68.64,161.07,166.55,160.29,166.42,28927337
26-01-2012,131.88,60.22,227.842,16068.805,33.12,38.37,159.02,68.4,168.05,168.31,167.05,167.27,19116178
27-01-2012,131.82,60.4,227.842,16068.805,33.66,38.3,160.15,68.24,167.44,169,167.41,168.97,13028531
30-01-2012,131.37,60.45,227.842,16068.805,33.22,38.01,159.1,68.01,168.19,168.54,167.74,168.03,8414248
31-01-2012,131.32,60.53,227.842,16068.805,32.96,37.82,156.86,67.9,169.77,169.86,167.72,169.31,11159789
01-02-2012,132.47,61.02,228.329,16068.805,33.45,37.38,159.74,69.03,169.75,170.18,169.08,169.56,7717305
02-02-2012,132.68,61.21,228.329,16068.805,34.07,37.13,160.78,69.96,169.96,171.2299,169.68,171.05,11505527
03-02-2012,134.54,62.05,228.329,16068.805,33.37,37.59,160.01,69.86,169.88,170.14,167.51,167.64,23353362
06-02-2012,134.45,62,228.329,16068.805,33.38,37.33,160.6,69.82,166.96,167.68,166.61,167.18,8771205
07-02-2012,134.79,62.13,228.329,16068.805,33.94,37.95,163.05,69.92,167.38,170.09,167.15,169.7,11607548
08-02-2012,135.19,62.46,228.329,16068.805,33.72,38.04,164.5,70.6,169.26,169.96,167.5,168.5,10632480
09-02-2012,135.36,62.91,228.329,16068.805,33.57,38.33,163.45,70.11,170.01,170.37,167.67,168.02,16049485
10-02-2012,134.36,62.475,228.329,16068.805,33.2,38.02,163.8,69.55,166.49,167.64,166.33,167.14,10326683
13-02-2012,135.36,63.05,228.329,16068.805,33.46,38.69,162.93,68.85,167.33,167.94,166.74,167.51,7085449
14-02-2012,135.19,63.21,228.329,16068.805,33.26,38.84,160.99,67.86,167.65,167.93,166.42,167.12,7860046
15-02-2012,134.56,62.77,228.329,16068.805,33.16,39.18,161.34,67.46,168.63,168.75,167.19,168.108,11638285
16-02-2012,136.05,63.63,228.329,16068.805,33.268,39.28,160.37,68.63,166.33,168.14,166.17,168,10706720
17-02-2012,136.41,63.43,228.329,16068.805,32.94,39.75,161.12,67.6,168.29,168.33,166.872,167.35,7286847
20-02-2012,136.41,63.43,228.329,16068.805,32.94,39.75,161.12,67.6,168.29,168.33,166.872,167.35,7286847
21-02-2012,136.47,63.61,228.329,16068.805,34.09,40.58,166.54,70.11,169.65,171.07,169.59,171.02,13586548
22-02-2012,136.03,63.32,228.329,16068.805,34.167,40.59,170.3,71.51,170.4,173.17,170.19,172.94,16645291
23-02-2012,136.63,63.74,228.329,16068.805,35.1,41.37,170.32,70.9014,172.69,173.77,172.28,173.02,11623126
24-02-2012,136.93,63.96,228.329,16068.805,35.11,42.01,169.06,70.33,172.63,173.04,172,172.231,9293412
27-02-2012,137.16,64.05,228.329,16068.805,35.1,41.18,168.49,69.43,172.14,172.92,171.58,171.7,7326080
28-02-2012,137.56,64.7,228.329,16068.805,36.61,40.79,169.74,71.273,172.84,174,172.6,173.49,12400606
29-02-2012,137.02,64.41,228.329,16068.805,34.24,40.92,165.62,69.2,173.19,173.59,164,164.286,43915153
01-03-2012,137.73,64.92,228.807,16068.805,35.18,41.75,167.92,70.4579,166.1,167.72,165.75,166.61,19182475
02-03-2012,137.31,64.87,228.807,16068.805,34.47,40.77,167.42,70.324,166.23,166.83,165.63,166.34,9296936
05-03-2012,136.75,64.2,228.807,16068.805,33.73,40.97,163.66,69.52,165.77,165.91,164.55,165.65,12069034
06-03-2012,134.75,63.57,228.807,16068.805,32.7,40.13,159.34,65.37,162.15,162.81,161.78,162.7,15529521
07-03-2012,135.69,64.06,228.807,16068.805,33.11,40.61,160.94,67.61,162.76,164.02,162.51,163.63,9553024
08-03-2012,137.04,64.75,228.807,16068.805,33.56,40.82,163.56,69,164.74,165.55,164.05,165.28,8857398
09-03-2012,137.57,65.02,228.807,16068.805,33.95,41.09,166.3,69.56,163.64,166.57,163.25,166.3799,13698199
12-03-2012,137.58,65.05,228.807,16068.805,33.32,40.7,167.18,69.36,165.33,165.58,164.4,165.07,6518657
13-03-2012,140.06,66.26,228.807,16068.805,32.95,40.83,166.52,69.56,163.94,165.41,161.43,162.3,20027415
14-03-2012,139.91,66.49,228.807,16068.805,31.93,40.41,164.83,68.78,159.61,160.5758,158.8,159.57,28819836
15-03-2012,140.72,66.68,228.807,16068.805,32.2,40.28,165.9,69.8,159.73,161.98,159.28,161.08,12687808
16-03-2012,140.3,66.52,228.807,16068.805,32.25,41.03,164.98,69.02,160.08,161.54,159.9201,161.3,12547960
19-03-2012,140.85,66.99,228.807,16068.805,32.66,41.29,165.78,69.795,160.85,162.3,160.722,161.59,9920363
20-03-2012,140.44,67.11,228.807,16068.805,31.81,40.43,163.15,68.37,160.1976,161.08,159.77,160.13,11641613
21-03-2012,140.21,67.12,228.807,16068.805,31.87,40.66,161.68,67.57,160.63,161.48,160.15,160.21,6672513
22-03-2012,139.2,66.98,228.807,16068.805,31.18,40.14,159.74,64.4,158.2,159.71,158.13,159.57,11103122
23-03-2012,139.65,66.939,228.807,16068.805,31.91,40.69,160.44,65.03,160.88,161.88,160.52,161.5329,10688811
26-03-2012,141.61,68.11,228.807,16068.805,32.63,40.77,162.63,65.81,163.17,164.54,162.95,164.4,13207932
27-03-2012,141.17,68.21,228.807,16068.805,32.27,40.71,163.15,64.95,164.52,164.89,163.13,163.24,10904111
28-03-2012,140.47,67.938,228.807,16068.805,31.82,40.19,161.35,63.77,162.71,162.98,160.66,161.51,11007340
29-03-2012,140.23,67.68,228.807,16068.805,32.01,39.29,160.57,63.67,161.14,161.46,159.81,161.28,11026011
30-03-2012,140.81,67.55,228.807,16068.805,32.05,39.23,161.72,64.47,161.67,162.33,161.22,162.12,7533885
01-04-2012,140.81,67.55,229.187,16207.115,32.05,39.23,161.72,64.47,161.67,162.33,161.22,162.12,7533885
02-04-2012,141.84,68.25,229.187,16207.115,32.72,40.03,162.97,64.96,161.96,163.56,161.81,162.94,7541174
03-04-2012,141.26,68.23,229.187,16207.115,32.3,39.66,162.04,64.63,163.23,163.23,159.17,159.89,16822239
04-04-2012,139.86,67.3,229.187,16207.115,30.98,38.84,157.7475,62.57,157.7,158.03,156.58,157.21,15967582
05-04-2012,139.79,67.72,229.187,16207.115,31.43,39.26,158.18,63.75,157.87,158.68,157.78,158.31,8966909
06-04-2012,139.79,67.72,229.187,16207.115,31.43,39.26,158.18,63.75,157.87,158.68,157.78,158.31,8966909
09-04-2012,138.22,67.21,229.187,16207.115,31.25,38.97,159.04,63.3,159.72,160.01,158.91,159.37,8245637
10-04-2012,135.9,66.13,229.187,16207.115,31.45,38.51,157.5,62.98,159.66,161.58,158.47,161.1,14287102
11-04-2012,137,66.45,229.187,16207.115,31.3,39.01,156.09,62.9,161.2,161.54,160.74,161.065,10005228
12-04-2012,138.79,67.205,229.187,16207.115,32.08,39.44,158.07,64.55,160.74,163.2,160.455,162.7,9228811
13-04-2012,137.14,66.19,229.187,16207.115,31.23,39.15,156.14,63.64,162.4509,162.46,160.17,160.85,10040986
16-04-2012,137.05,65.45,229.187,16207.115,31.23,39.18,155.34,64.46,160.51,161.18,159.53,160.46,6670355
17-04-2012,139.08,66.78,229.187,16207.115,31.44,39.64,156.14,65.4,160.54,160.96,158.75,160.27,7584911
18-04-2012,138.61,66.61,229.187,16207.115,31.3,39.05,155.34,64.65,159.49,160.12,159.07,159.31,7462255
19-04-2012,137.72,65.86,229.187,16207.115,31.46,38.96,155.68,65.5,160,160.64,159.02,159.43,9914331
20-04-2012,137.95,65.68,229.187,16207.115,31.39,39.39,155.82,66.62,159.25,159.91,159.2,159.54,9148643
23-04-2012,136.79,65.08,229.187,16207.115,30.63,39.03,153.73,66.29,158.2,159.18,157.88,159.07,8871740
24-04-2012,137.31,64.73,229.187,16207.115,30.57,39.17,152.36,65.88,159.63,160.18,159.29,159.3,5199489
25-04-2012,139.19,66.45,229.187,16207.115,30.5,39.41,153.26,65.46,159.48,159.96,157.76,159.62,15092799
26-04-2012,140.16,66.84,229.187,16207.115,30.86,39.53,154.62,66.29,160.46,161.38,160.1,161.03,10917819
27-04-2012,140.39,67.24,229.187,16207.115,31.05,39.62,155.06,67.33,161.78,161.97,161.15,161.38,8376863
30-04-2012,139.87,66.76,229.187,16207.115,30.8,39.68,154.55,67.41,160.49,161.88,160.31,161.88,7971326
01-05-2012,140.74,66.87,228.713,16207.115,30.7,40.15,154.98,67.21,162.09,162.18,160.89,161.32,7413537
02-05-2012,140.32,67.06,228.713,16207.115,30.41,39.89,154.1,65.82,160.74,160.78,159.76,160.59,5632275
03-05-2012,139.25,66.35,228.713,16207.115,29.9272,38.83,151.03,65.17,159.16,159.48,158.37,158.97,13157856
04-05-2012,137,64.7,228.713,16207.115,30.04,37.29,150.64,64.28,158.82,159.98,158.57,159.47,11388888
07-05-2012,137.1,64.76,228.713,16207.115,29.84,37.05,150.7,63.92,159.31,159.34,158.45,159.08,4921777
08-05-2012,136.55,64.52,228.713,16207.115,29.27,36.87,149.06,61.35,156.61,156.73,154.92,156,17850498
09-05-2012,135.74,64.321,228.713,16207.115,28.96,36.52,147.68,60.43,154.1,154.98,153.6,154.47,13863236
10-05-2012,136.02,64.19,228.713,16207.115,28.82,36.61,146.59,60.59,155.16,155.57,154.64,154.77,7457941
11-05-2012,135.61,64.18,228.713,16207.115,28.67,36.26,144.43,59.26,153.44,154.47,153.24,153.56,8285440
14-05-2012,134.11,63.58,228.713,16207.115,28.01,35.61,141.84,58.21,151.58,152.03,151,151.33,13384937
15-05-2012,133.34,63.37,228.713,16207.115,27.42,35.28,141.25,58.6,151.16,151.44,149.63,149.74,13351412
16-05-2012,132.83,62.94,228.713,16207.115,26.92,35.05,140.96,58.34,149.48,150.7,148.6,149.46,16737769
17-05-2012,130.86,61.61,228.713,16207.115,27.82,35.04,143.1,59.47,150.83,153.4,150.38,152.8,18068155
18-05-2012,129.74,60.81,228.713,16207.115,28.43,34.43,143.42,59.56,154.46,155.13,153.97,154.55,12993503
21-05-2012,131.97,62.51,228.713,16207.115,28.28,35.15,144.98,60.54,154.11,154.95,153.86,154.65,7526080
22-05-2012,132.2,62.44,228.713,16207.115,27.91,34.48,142.59,60.34,153.59,154.42,151.55,152.08,11299267
23-05-2012,132.27,62.56,228.713,16207.115,27.64,34.09,140.5,58.53,151.5,151.8401,148.84,151.62,18841828
24-05-2012,132.53,62.15,228.713,16207.115,28.06,34.26,139.876,57.77,152.71,152.91,150.62,151.41,9696915
25-05-2012,132.1,62.07,228.713,16207.115,28.23,34.22,141.07,58.25,151.89,152.85,151.63,152.68,6212116
28-05-2012,132.1,62.07,228.713,16207.115,28.23,34.22,141.07,58.25,151.89,152.85,151.63,152.68,6212116
29-05-2012,133.7,62.86,228.713,16207.115,27.67,34.23,140.7,59.52,153.47,153.62,150.25,151.02,11241814
30-05-2012,131.76,62.33,228.713,16207.115,27.72,33.02,138.22,60.0199,149.74,152.38,148.53,151.91,16764138
31-05-2012,131.47,62.06,228.713,16207.115,27.55,32.61,139.54,60.31,152.0284,152.71,150.62,151.62,10113854
01-06-2012,128.16,60.409,228.524,16207.115,28.24,31.43,142.17,60.202,155.41,158.31,154.87,157.5,27397375
04-06-2012,128.1,60.87,228.524,16207.115,28.05,31.76,141.16,60.39,157.26,157.44,156.16,157.32,11456524
05-06-2012,129.07,61.12,228.524,16207.115,28.35,31.76,141.84,61.44,156.92,157.27,156.42,157.14,8082444
06-06-2012,131.97,62.52,228.524,16207.115,29.17,32.15,144.27,61.94,158.9,159.2,156.59,157.21,15751321
07-06-2012,132.05,62.27,228.524,16207.115,28.39,31.72,142.12,61.35,157.82,157.84,153.19,154.5,18916298
08-06-2012,133.1,62.87,228.524,16207.115,28.38,31.8,141.33,60.15,153.02,154.83,153,154.73,11074715
11-06-2012,131.41,61.805,228.524,16207.115,28.39,30.699,142.49,61.35,154.83,155.4,153.55,155.36,9131220
12-06-2012,132.92,62.56,228.524,16207.115,28.7571,31.415,143.53,61.57,155.49,157.04,155.45,156.4594,13240241
13-06-2012,132.07,62.13,228.524,16207.115,28.63,31.1,144.29,61.01,157.61,157.65,156.42,157.12,10109544
14-06-2012,133.47,62.36,228.524,16207.115,28.42,31.73,147.42,62.46,157.64,157.94,156.24,157.75,11502355
15-06-2012,134.14,62.99,228.524,16207.115,28.4,31.63,146.39,61.76,157.75,158.46,157.42,157.84,13099205
18-06-2012,134.4,63.58,228.524,16207.115,28.5,31.32,146.31,62.32,157.46,158.21,156.54,157.93,6732218
19-06-2012,135.7,64.239,228.524,16207.115,28.21,31.68,145.92,62.106,158,158.14,156.97,157.16,6944945
20-06-2012,135.48,64.29,228.524,16207.115,27.82,30.49,143.44,61.2,156,157.37,154.26,155.97,16969999
21-06-2012,132.44,62.69,228.524,16207.115,26.69,29.455,141.68,59.94,153.73,154.2299,151.8,152.015,14443650
22-06-2012,133.46,63.35,228.524,16207.115,26.7154,30.1,141.42,60.03,152.04,152.7,151.21,152.64,6754970
25-06-2012,131.32,62.13,228.524,16207.115,27.32,29.8,141.88,59.74,152.58,154.16,152.25,153.76,6183414
26-06-2012,131.98,62.52,228.524,16207.115,26.87,29.81,140.59,58.66,153.03,153.3,152.13,152.62,6121696
27-06-2012,133.17,62.9,228.524,16207.115,26.7,30.2,138.8801,56.78,153.3,153.45,152.15,152.83,4840649
28-06-2012,132.79,62.2,228.524,16207.115,26.21,29.5,136.79,55.64,151.9,152.16,150.15,151.05,8753541
29-06-2012,136.1,64.16,228.524,16207.115,27.24,31.83,142.66,57.33,155.13,155.95,154.52,155.19,10378189
01-07-2012,136.1,64.16,228.59,16319.541,27.24,31.83,142.66,57.33,155.13,155.95,154.52,155.19,10378189
02-07-2012,136.51,64.35,228.59,16319.541,27.3,31.43,143.34,56.74,154.67,155.55,154.341,155.09,3654132
03-07-2012,137.41,64.89,228.59,16319.541,28.13,32.94,146.46,58.97,156.97,157.72,156.77,157.46,5037638
04-07-2012,137.41,64.89,228.59,16319.541,28.13,32.94,146.46,58.97,156.97,157.72,156.77,157.46,5037638
05-07-2012,136.79,64.93,228.59,16319.541,27.47,32.62,145.14,57.7,155.44,156.4,154.45,155.68,5358669
06-07-2012,135.49,64.12,228.59,16319.541,26.88,31.59,142.09,56.72,154.23,154.49,152.95,153.71,7045142
09-07-2012,135.32,64,228.59,16319.541,27.12,32.17,142.2,57.48,153.61,154.58,153.43,154.04,4468454
10-07-2012,134.14,63.37,228.59,16319.541,26.63,31.52,140.2,56.65,155.13,155.1799,151.78,152.15,9725937
11-07-2012,134.16,63.02,228.59,16319.541,26.86,32.33,140.42,57.34,152.58,153.45,152.02,152.99,6836877
12-07-2012,133.51,62.43,228.59,16319.541,26.96,32.2,139.54,56.84,151.26,153.07,150.85,152.59,11394610
13-07-2012,135.75,63.38,228.59,16319.541,27.03,32.68,140.7,57.39,153.45,154.94,153.44,154.14,5080287
16-07-2012,135.43,63.2,228.59,16319.541,27.07,33.12,139.68,56.91,154.43,154.75,153.98,154.21,5710680
17-07-2012,136.36,63.53,228.59,16319.541,27.03,33.38,139.36,57.34,154.01,154.5,152.45,153.47,13021680
18-07-2012,137.37,64.39,228.59,16319.541,27.02,33.69,138.87,56.7,152.67,153.6,152.4,153.05,6806680
19-07-2012,137.73,65.1,228.59,16319.541,27.03,34.64,139.78,57.5,153.73,154.32,152.93,153.38,6068917
20-07-2012,136.47,64.235,228.59,16319.541,27.08,34.2,139.38,56.57,152.97,154,152.75,153.67,8583764
23-07-2012,135.09,63.46,228.59,16319.541,26.79,33,137.93,56.24,152.5,153.33,152.29,153.03,5256626
24-07-2012,133.93,62.96,228.59,16319.541,26.8,33.15,136.5,55.35,153.63,153.8,152.2,153.52,6507478
25-07-2012,133.96,62.54,228.59,16319.541,27.12,33.21,137.78,55.65,155.33,156.29,155.05,155.67,9350016
26-07-2012,136.17,63.37,228.59,16319.541,27.3,33.41,138.4101,56.11,156.7,157.26,156.05,156.77,7343109
27-07-2012,138.68,64.87,228.59,16319.541,27.56,33.67,139.02,56.87,157.64,157.96,156.66,157.54,9772527
30-07-2012,138.68,64.82,228.59,16319.541,27.95,33.45,139.5,57.946,156.84,157.66,154.81,157.43,7211123
31-07-2012,137.71,64.8,228.59,16319.541,27.72,32.68,139.46,57.97,157.6,157.72,156.26,156.49,10917990
01-08-2012,137.59,64.61,229.918,16319.541,27.13,33.17,137.74,57.24,155.18,155.79,154.41,155.14,12714441
02-08-2012,136.64,64.38,229.918,16319.541,26.88,32.6,136.37,55.9,154.66,155.14,153.61,154.13,11537511
03-08-2012,139.35,65.6,229.918,16319.541,27.55,34.07,138.07,56.84,154.65,155.89,154.42,155.55,10670187
06-08-2012,139.62,66.1,229.918,16319.541,27.67,34.42,138.21,56.99,155.92,156.73,155.74,156.3,4611957
07-08-2012,140.32,66.65,229.918,16319.541,27.87,34.91,138.91,57.63,156.37,156.63,156.01,156.28,5923269
08-08-2012,140.49,66.62,229.918,16319.541,27.81,34.87,138.84,57.621,156.49,156.86,156.26,156.48,3619851
09-08-2012,140.61,66.82,229.918,16319.541,27.903,34.93,139.2,57.666,156.36,157,156.28,156.99,3175389
10-08-2012,140.84,66.86,229.918,16319.541,27.87,34.85,137.98,57.28,156.9,157.82,156.6523,157.18,4607181
13-08-2012,140.77,67.02,229.918,16319.541,27.54,34.66,136.56,56.49,157.05,157.45,155.9,155.99,4573044
14-08-2012,140.79,67.05,229.918,16319.541,27.58,34.92,137.44,56.86,155.06,155.58,154.83,155.13,5074638
15-08-2012,140.95,67.22,229.918,16319.541,27.58,35.19,137.31,56.78,155.32,155.82,155.271,155.63,4993134
16-08-2012,141.99,68.02,229.918,16319.541,27.97,35.56,142.14,57.49,155.85,157.09,155.5,156.56,8837723
17-08-2012,142.18,68.32,229.918,16319.541,27.85,35.95,145.28,59.92,157.06,157.07,156.22,156.72,7812003
20-08-2012,142.19,68.42,229.918,16319.541,28.58,35.83,146.98,59.92,156.52,157.395,156.47,157.26,7845217
21-08-2012,141.76,68.15,229.918,16319.541,29.03,35.98,148.3,61.39,158.81,159.2,158.69,158.83,11830030
22-08-2012,141.82,68.43,229.918,16319.541,29.59,36.22,151.36,62.04,159.19,160.63,158.51,160.54,13588446
23-08-2012,140.66,67.87,229.918,16319.541,30.26,35.76,151.6,64.25,161.41,162.451,161.23,161.89,17218311
24-08-2012,141.51,68.29,229.918,16319.541,30.43,35.68,152.42,64.37,161.87,162.35,161.33,161.97,8495104
27-08-2012,141.54,68.4,229.918,16319.541,30.42,35.61,151.78,63.95,161.77,162.294,161.34,161.36,5379061
28-08-2012,141.4,68.4,229.918,16319.541,30.6,35.79,149.3,62.91,161.63,162.19,161.3,161.64,5073594
29-08-2012,141.51,68.4,229.918,16319.541,30.41,35.38,149.2,62.25,161.6,161.68,160.18,160.59,9286459
30-08-2012,140.49,67.71,229.918,16319.541,30.1,35.26,148.51,60.54,161.26,161.31,160.01,160.52,5813468
31-08-2012,141.16,68.16,229.918,16319.541,31.47,35.89,151.52,61.74,161.14,164.22,159.56,164.22,18024170
01-09-2012,141.16,68.16,231.015,16319.541,31.47,35.89,151.52,61.74,161.14,164.22,159.56,164.22,18024170
03-09-2012,141.16,68.16,231.015,16319.541,31.47,35.89,151.52,61.74,161.14,164.22,159.56,164.22,18024170
04-09-2012,141.03,68.09,231.015,16319.541,32.07,35.51,154.34,63.1,164.11,164.77,163.66,164.48,12022446
05-09-2012,140.91,68.02,231.015,16319.541,31.97,35.57,154.58,63.43,164.12,164.39,163.81,164.31,8401395
06-09-2012,143.77,69.53,231.015,16319.541,32.38,35.23,155.95,63.58,165.16,165.78,164.8,164.89,12953662
07-09-2012,144.33,69.43,231.015,16319.541,33.37,35.88,156.81,64.41,167.77,169,167.37,168.44,19138012
10-09-2012,143.51,68.54,231.015,16319.541,33.02,35.85,156.56,65.59,167.84,168.14,167.225,167.29,7760378
11-09-2012,143.91,68.43,231.015,16319.541,33.13,36.11,157.89,65.88,168.22,168.53,167.79,167.9,7519598
12-09-2012,144.39,68.632,231.015,16319.541,32.93,36.04,162.34,66.75,168.84,168.87,167.25,167.92,9942975
13-09-2012,146.59,69.56,231.015,16319.541,34.37,36.51,165.66,67.58,167.87,171.91,166.3,171.31,28317907
14-09-2012,147.24,70.18,231.015,16319.541,34.38,36.84,167.985,68.52,171.89,172.23,171.31,171.8,16847462
17-09-2012,146.74,70.21,231.015,16319.541,33.71,35.75,163.7,66.56,171.77,171.96,170.06,170.4,11277804
18-09-2012,146.62,70.27,231.015,16319.541,34.45,35.57,159.82,65.46,170.81,171.95,170.67,171.72,12469105
19-09-2012,146.7,70.4,231.015,16319.541,34.32,34.12,161.18,66.03,171.88,172.03,171.19,171.74,9124196
20-09-2012,146.71,70.33,231.015,16319.541,34.3,34.51,159.91,65.231,171.03,171.69,170.226,171.47,8701989
21-09-2012,145.87,70.15,231.015,16319.541,34.23,34.49,160.83,65.78,172.93,173.185,171.54,171.96,13360938
24-09-2012,145.65,69.735,231.015,16319.541,33.65,34.09,159.64,63.54,170.63,171.39,170.57,171.05,9171294
25-09-2012,144.1,68.76,231.015,16319.541,33.4,33.75,160.12,62.6,171.76,172.11,170.5,170.77,10353920
26-09-2012,143.29,68.2,231.015,16319.541,33.61,33.34,160.68,61.65,169.47,170.05,168.34,169.81,12060992
27-09-2012,144.64,69.14,231.015,16319.541,34.31,34.15,162.33,62.54,171.02,172.6,170.76,172.34,10536401
28-09-2012,143.97,68.57,231.015,16319.541,34.2,34.12,163.38,62.85,172.03,172.48,171.34,171.89,9680996
01-10-2012,144.35,68.47,231.638,16420.419,34.4,34.25,165.29,63.15,172.83,173.62,171.77,172.295,10675908
02-10-2012,144.5,68.67,231.638,16420.419,34.29,34.02,165.07,64.22,172.47,172.7,171.59,172.1,7053245
03-10-2012,145.09,69.11,231.638,16420.419,34.27,32.61,166.16,64.32,172.51,172.61,171.89,172.41,5644088
04-10-2012,146.13,69.35,231.638,16420.419,34.67,33.94,169.22,66.32,173.2,174.07,172.916,173.61,10376707
05-10-2012,146.14,68.98,231.638,16420.419,34.2,33.35,167.59,64.83,172.87,173.37,172.01,172.62,8870943
08-10-2012,145.64,68.35,231.638,16420.419,33.69,33.22,166.54,64.682,171.75,172.28,171.68,172.05,3748638
09-10-2012,144.2,67.2592,231.638,16420.419,33.55,34.18,166.02,64.58,171.86,172.17,170.56,170.99,7749657
10-10-2012,143.28,66.92,231.638,16420.419,33.69,33.84,164.5,63.875,170.54,171.34,170.3,170.84,7361091
11-10-2012,143.36,66.71,231.638,16420.419,33.64,34.29,165.2,64.05,171.3,171.95,171.13,171.32,5714681
12-10-2012,142.89,66.68,231.638,16420.419,33.21,34,162.51,62.59,171.15,171.41,169.81,170.06,8265923
15-10-2012,144.08,67.17,231.638,16420.419,32.37,34,161.15,62.21,169.01,169.1,167.53,168.35,10702992
16-10-2012,145.54,68.12,231.638,16420.419,32.66,34.135,161.76,62.82,168.87,169.45,168.67,169.42,6203988
17-10-2012,146.2,68.08,231.638,16420.419,32.84,34.1,163.78,64.02,169.23,169.95,168.92,169.54,5201677
18-10-2012,145.82,67.29,231.638,16420.419,32.43,34.07,161.2,63.2208,168.8,169.31,168.59,168.7891,6606681
19-10-2012,143.39,65.68,231.638,16420.419,31.8,33.34,159.19,61.6599,168.42,168.45,166.23,166.97,13859409
22-10-2012,143.41,66.02,231.638,16420.419,32.1,32.9,158.08,61.32,167.08,167.63,167.0301,167.58,6362278
23-10-2012,141.42,65.39,231.638,16420.419,31.37,31.97,154.49,58.36,166.04,166.06,165.12,165.4258,11862261
24-10-2012,141.02,65.164,231.638,16420.419,31.41,31.63,153.02,58.3622,165.78,165.83,164.6,164.8603,10793974
25-10-2012,141.43,65.16,231.638,16420.419,31.83,31.78,154.18,59.46,166.29,166.53,165.77,166.02,7013338
26-10-2012,141.35,65.35,231.638,16420.419,31.77,31.79,152.08,58.57,166.23,166.6,165.77,165.93,6440556
29-10-2012,141.35,65.35,231.638,16420.419,31.77,31.79,152.08,58.57,166.23,166.6,165.77,165.93,6440556
30-10-2012,141.35,65.35,231.638,16420.419,31.77,31.79,152.08,58.57,166.23,166.6,165.77,165.93,6440556
31-10-2012,141.35,64.95,231.638,16420.419,31.95,31.78,154.45,59.72,166.47,167.28,166.38,166.83,4680517
01-11-2012,142.83,65.8729,231.249,16420.419,31.91,32.06,154.33,60.16,167.02,167.04,166.04,166.07,6017921
02-11-2012,141.56,65.17,231.249,16420.419,30.64,31.35,151.9,59.12,164.45,164.47,162.3,162.6,14762946
05-11-2012,141.85,65.6,231.249,16420.419,30.86,31.61,151.81,60.06,163.12,163.42,162.81,163.23,6156023
06-11-2012,142.96,65.72,231.249,16420.419,31.71,32.56,152.76,60.77,163.91,166.77,163.61,166.3,16038217
07-11-2012,139.72,64.17,231.249,16420.419,31.52,31.2094,151.508,59.98,166.87,167.13,165.04,166.49,13193567
08-11-2012,138.04,63.16,231.249,16420.419,32.1,31.3,152.06,60.44,166.14,168.16,166.12,167.99,8811764
09-11-2012,138.16,63.43,231.249,16420.419,32.28,31.73,153.169,59.81,168.21,168.54,167.55,167.82,7360757
12-11-2012,138.27,63.42,231.249,16420.419,32.098,31.59,153.89,59.83,168.1,168.28,167.21,167.45,5647356
13-11-2012,137.79,62.98,231.249,16420.419,32.1,31.41,155.7,62.58,166.66,167.9399,166.63,167.1,6463226
14-11-2012,135.93,62.24,231.249,16420.419,32.34,31.77,156.02,62.64,167.46,168.04,166.78,167.14,8510183
15-11-2012,135.7,62.0299,231.249,16420.419,32.24,31.49,154.331,62.0456,167,167.055,165.18,166.09,10022252
16-11-2012,136.37,62.3,231.249,16420.419,31.92,31.9276,153.06,61.53,165.74,166.36,165.47,165.88,6942299
19-11-2012,139.13,63.7806,231.249,16420.419,32.81,32.67,155.25,63.23,167.75,168.16,167.38,167.87,6764264
20-11-2012,139.19,63.8,231.249,16420.419,32.84,31.95,154.69,62.48,167.75,168.02,166.8401,167.39,5494404
